taxcode,activestatus
0106483300-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801305295,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603944388,NNT đang hoạt động (đã được cấp GCN ĐKT)
1702296751,NNT đang hoạt động (đã được cấp GCN ĐKT)
5400544878,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703204242,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318706157,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902186719,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603956908,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700970423,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102056571,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002275855,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601110378,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700878671,NNT đang hoạt động (đã được cấp GCN ĐKT)
3502530944,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201682259,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700881635,NNT đang hoạt động (đã được cấp GCN ĐKT)
1001283264,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318715320,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803133177,NNT đang hoạt động (đã được cấp GCN ĐKT)
0308787421-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803131525,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703262276,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703264837,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318327568,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102055553,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700880141,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201689416,NNT đang hoạt động (đã được cấp GCN ĐKT)
3502517492,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102073111,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201683421,NNT đang hoạt động (đã được cấp GCN ĐKT)
2301302872,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801296918,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603959539,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803130112,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902183404,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703188826,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318452449,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902206595,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318772551,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603994371,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902206771,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318769799,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318774816,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601274968,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318775584,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703272034,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703271506,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902207366,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603992279,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402195022,NNT đang hoạt động (đã được cấp GCN ĐKT)
3502532934,NNT đang hoạt động (đã được cấp GCN ĐKT)
5400549604,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318760475,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703265686,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318398350-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318758807,NNT đang hoạt động (đã được cấp GCN ĐKT)
3901344442,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703254483,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603947928,NNT đang hoạt động (đã được cấp GCN ĐKT)
4101648845,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318701092,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700878858,NNT đang hoạt động (đã được cấp GCN ĐKT)
5500658491,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801305591,NNT đang hoạt động (đã được cấp GCN ĐKT)
0317929898-008,NNT đang hoạt động (đã được cấp GCN ĐKT)
0110146971-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318743504,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318671225,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902189477,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318671176,NNT đang hoạt động (đã được cấp GCN ĐKT)
5901214214,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803135463,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318734362,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318416930,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601262049,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318312032,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318717769,NNT đang hoạt động (đã được cấp GCN ĐKT)
1801763012,NNT đang hoạt động (đã được cấp GCN ĐKT)
0313197844-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318736190,NNT đang hoạt động (đã được cấp GCN ĐKT)
5801408752-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902187688,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318389797,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318761574,NNT đang hoạt động (đã được cấp GCN ĐKT)
6001777865,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102062293,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902186500,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318680558,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601265025,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102054172,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102072446,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601104695,NNT đang hoạt động (đã được cấp GCN ĐKT)
0311114017-019,NNT đang hoạt động (đã được cấp GCN ĐKT)
0110670920,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318720994,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318718392-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
6200123218,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318458190,NNT đang hoạt động (đã được cấp GCN ĐKT)
5702157868,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318384559,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703263495,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318763525,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601105096,NNT đang hoạt động (đã được cấp GCN ĐKT)
6200123200,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401109139,NNT đang hoạt động (đã được cấp GCN ĐKT)
4101649133,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318773273,NNT đang hoạt động (đã được cấp GCN ĐKT)
1301138356,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102078208,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603994798,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703265735,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201683950,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803140953,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401110487,NNT đang hoạt động (đã được cấp GCN ĐKT)
5000902416,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318756302,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318762592,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318764871,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318764215,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700879435,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401114001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318315643-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318717889,NNT đang hoạt động (đã được cấp GCN ĐKT)
4800938000,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700961193,NNT đang hoạt động (đã được cấp GCN ĐKT)
0109864128-002,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601272914,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501149563,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102054133,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700887852,NNT đang hoạt động (đã được cấp GCN ĐKT)
6001767056,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902201420,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703263086,NNT đang hoạt động (đã được cấp GCN ĐKT)
1702302606,NNT đang hoạt động (đã được cấp GCN ĐKT)
0110639769,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703192050,NNT đang hoạt động (đã được cấp GCN ĐKT)
1702289641,NNT đang hoạt động (đã được cấp GCN ĐKT)
5300827946,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102076063,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318719928,NNT đang hoạt động (đã được cấp GCN ĐKT)
3401258234,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102047760,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703192251,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803111695,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318287428,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318749873,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102055017,NNT đang hoạt động (đã được cấp GCN ĐKT)
0402237841,NNT đang hoạt động (đã được cấp GCN ĐKT)
0313673638-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902201357,NNT đang hoạt động (đã được cấp GCN ĐKT)
0309758825-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601262024,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318688589,NNT đang hoạt động (đã được cấp GCN ĐKT)
4101648059,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902188096,NNT đang hoạt động (đã được cấp GCN ĐKT)
2100688841,NNT đang hoạt động (đã được cấp GCN ĐKT)
4800935539,NNT đang hoạt động (đã được cấp GCN ĐKT)
1402195583,NNT đang hoạt động (đã được cấp GCN ĐKT)
1301131174,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603957034,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700968600,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603984045,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318632226,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102077081,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601104906,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318716677,NNT đang hoạt động (đã được cấp GCN ĐKT)
0304076360-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
2601110219,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401113865,NNT đang hoạt động (đã được cấp GCN ĐKT)
4001290098,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601274950,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703272002,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703272267,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703207998,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201690838,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603952815,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318761535,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501147238,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603993071,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801309067,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102076987,NNT đang hoạt động (đã được cấp GCN ĐKT)
2803139549,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603990754,NNT đang hoạt động (đã được cấp GCN ĐKT)
3101133964,NNT đang hoạt động (đã được cấp GCN ĐKT)
3703248514,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700970416,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318699735,NNT đang hoạt động (đã được cấp GCN ĐKT)
0901018676-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318408658,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801306676,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318682227,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318765635,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318378724,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002275887,NNT đang hoạt động (đã được cấp GCN ĐKT)
0110850916,NNT đang hoạt động (đã được cấp GCN ĐKT)
4700293165,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601273001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318732728,NNT đang hoạt động (đã được cấp GCN ĐKT)
0107887105-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
6001768349,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318704470,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318685394,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318713411,NNT đang hoạt động (đã được cấp GCN ĐKT)
1201690757,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318669466,NNT đang hoạt động (đã được cấp GCN ĐKT)
1501150449,NNT đang hoạt động (đã được cấp GCN ĐKT)
2902199771,NNT đang hoạt động (đã được cấp GCN ĐKT)
0700886626,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002276506,NNT đang hoạt động (đã được cấp GCN ĐKT)
0317487449-001,NNT đang hoạt động (đã được cấp GCN ĐKT)
0312065210-022,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318330680,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603945624,NNT đang hoạt động (đã được cấp GCN ĐKT)
1102069570,NNT đang hoạt động (đã được cấp GCN ĐKT)
0108350828-014,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318737236,NNT đang hoạt động (đã được cấp GCN ĐKT)
2700963673,NNT đang hoạt động (đã được cấp GCN ĐKT)
3002273287,NNT đang hoạt động (đã được cấp GCN ĐKT)
3801307503,NNT đang hoạt động (đã được cấp GCN ĐKT)
4800937293,NNT đang hoạt động (đã được cấp GCN ĐKT)
0601263010,NNT đang hoạt động (đã được cấp GCN ĐKT)
0318733954,NNT đang hoạt động (đã được cấp GCN ĐKT)
3603991275,NNT đang hoạt động (đã được cấp GCN ĐKT)
4401109097,NNT đang hoạt động (đã được cấp GCN ĐKT)
